"name2","chrom","txStart","txEnd","name","uniqueID","Chromosome","Start_position","End_position","Enhancer_id","Enhancer_symbol","Cp"
"MDM2","chr12",69202797,69239324,"NM_001145337",29523,"chr9 ",118706131,118707280,"E_01_120","P53BER2 Enhancer","3"
"MDM2","chr12",69202797,69239324,"NM_001145337",29523,"chr1",181104025,181104549,"E_01_119","P53BER4 Enhancer",NA
"MDM2","chr12",69201952,69239324,"NM_002392",29520,"chr9 ",118706131,118707280,"E_01_120","P53BER2 Enhancer","3"
"MDM2","chr12",69201952,69239324,"NM_002392",29520,"chr1",181104025,181104549,"E_01_119","P53BER4 Enhancer",NA
"MDM2","chr12",69202797,69239324,"NM_001145340",29521,"chr9 ",118706131,118707280,"E_01_120","P53BER2 Enhancer","3"
"MDM2","chr12",69202797,69239324,"NM_001145340",29521,"chr1",181104025,181104549,"E_01_119","P53BER4 Enhancer",NA
"MDM2","chr12",69201952,69239324,"NM_001145339",29522,"chr9 ",118706131,118707280,"E_01_120","P53BER2 Enhancer","3"
"MDM2","chr12",69201952,69239324,"NM_001145339",29522,"chr1",181104025,181104549,"E_01_119","P53BER4 Enhancer",NA
"MEIS2","chr15",37183222,37392341,"NM_170675",34311,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37390562,"NM_172315",34318,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37393500,"NM_002399",34314,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37393500,"NM_001220482",34307,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37391597,"NM_172316",34317,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37392341,"NM_170676",34310,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37392341,"NM_170674",34312,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37392341,"NR_051953",34315,"chr15",37116299,37122452,"E_01_150","--",NA
"MEIS2","chr15",37183222,37392341,"NM_170677",34309,"chr15",37116299,37122452,"E_01_150","--",NA
"MESP1","chr15",90293098,90294540,"NM_018670",35655,"chr15",90288699,90290698,"E_01_118","--",NA
"MET","chr7",116312459,116438440,"NM_000245",16448,"chr7",116374407,116376406,"E_01_363","--",NA
"MET","chr7",116312459,116438440,"NM_000245",16448,"chr7",95210133,95260132,"E_01_424","--","10"
"MET","chr7",116312459,116438440,"NM_001127500",16447,"chr7",116374407,116376406,"E_01_363","--",NA
"MET","chr7",116312459,116438440,"NM_001127500",16447,"chr7",95210133,95260132,"E_01_424","--","10"
"MGMT","chr10",131265454,131565783,"NM_002412",25465,"chr10",131265599,131265656,"E_01_051","--",NA
"MIF","chr22",24236565,24237409,"NM_002415",46309,"chr22",24236393,24237411,"E_01_046","--",NA
"MIR137","chr1",98511626,98511727,"NR_029679",2736,"chr1",98517056,98517909,"E_01_195","--",NA
"MIR137","chr1",98511626,98511727,"NR_029679",2736,"chr1",98509889,98511451,"E_01_192","--",NA
"MIR137","chr1",98511626,98511727,"NR_029679",2736,"chr1",98516487,98522430,"E_01_194","--",NA
"MIR137","chr1",98511626,98511727,"NR_029679",2736,"chr1",98514702,98515055,"E_01_193","--",NA
"MIR335","chr7",130135952,130136045,"NR_029899",18268,"chr7",129854051,129895632,"E_01_279","--",NA
"MITF","chr3",69915375,70017488,"NM_198177",8165,"chr3",69863245,70187654,"E_01_305","--",NA
"MITF","chr3",69985751,70017488,"NM_000248",8163,"chr3",69863245,70187654,"E_01_305","--",NA
"MITF","chr3",69788586,70017488,"NM_198159",8166,"chr3",69863245,70187654,"E_01_305","--",NA
"MITF","chr3",69812707,70017488,"NM_001184967",8160,"chr3",69863245,70187654,"E_01_305","--",NA
"MITF","chr3",69985751,70017488,"NM_198178",8162,"chr3",69863245,70187654,"E_01_305","--",NA
"MITF","chr3",69985751,70017488,"NM_198158",8167,"chr3",69863245,70187654,"E_01_305","--",NA
"MITF","chr3",69812962,70017488,"NM_006722",8164,"chr3",69863245,70187654,"E_01_305","--",NA
"MITF","chr3",69985751,69988216,"NM_001184968",9339,"chr3",69863245,70187654,"E_01_305","--",NA
"MLH1","chr3",37035268,37092337,"NM_001167619",8841,"chr3",36999365,37001216,"E_01_323","MLH1 Enhancer",NA
"MLH1","chr3",37035268,37092337,"NM_001258274",8840,"chr3",36999365,37001216,"E_01_323","MLH1 Enhancer",NA
"MLH1","chr3",37034841,37092337,"NM_001258271",8839,"chr3",36999365,37001216,"E_01_323","MLH1 Enhancer",NA
"MLH1","chr3",37035268,37092337,"NM_001167618",8835,"chr3",36999365,37001216,"E_01_323","MLH1 Enhancer",NA
"MLH1","chr3",37034841,37092337,"NM_000249",8836,"chr3",36999365,37001216,"E_01_323","MLH1 Enhancer",NA
"MLH1","chr3",37035268,37092337,"NM_001167617",8842,"chr3",36999365,37001216,"E_01_323","MLH1 Enhancer",NA
"MLH1","chr3",37034841,37092337,"NM_001258273",8838,"chr3",36999365,37001216,"E_01_323","MLH1 Enhancer",NA
"MMP17","chr12",132312941,132336316,"NM_016155",31732,"chr12",132281971,132287430,"E_01_326","--",NA
"MMP17","chr12",132312941,132336316,"NM_016155",31732,"chr12",132285988,132290767,"E_01_325","--",NA
"MMP17","chr12",132312941,132336316,"NM_016155",31732,"chr12",132342571,132347690,"E_01_327","--",NA
"MMP9","chr20",44637547,44645200,"NM_004994",44885,"chr20",44637015,44637468,"E_01_201","MMP9 Enhancer",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",98310331,98314427,"E_01_023","--","8"
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128816179,128817335,"E_01_160","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",129543950,129554294,"E_01_021","MYC-ECSE (MYC endometrial carcinoma super-Enhancer)",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128299199,128301336,"E_01_081","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128327942,128330615,"E_01_080","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128346391,128347994,"E_01_079","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128310316,128312315,"E_01_410","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",129166548,129190290,"E_01_011","MYC-LASE",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",130386716,130591515,"E_01_238","MYC Super-Enhancer",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",127047316,127049315,"E_01_141","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",130693570,130739918,"E_01_319","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128392789,128433173,"E_01_153","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",130179644,130181490,"E_01_181","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128206163,128314310,"E_01_316","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128749416,128750415,"E_01_078","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128747316,128748315,"E_01_077","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",98253531,98257713,"E_01_022","--","12"
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128709136,128745673,"E_01_152","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",130569972,130616320,"E_01_318","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",128296258,128297326,"E_01_082","--",NA
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",119677100,119681977,"E_01_156","--","8"
"MYC","chr8",128748315,128753680,"NM_002467",19999,"chr8",129046629,129096067,"E_01_317","--",NA
"MYO1D","chr17",30819628,31203902,"NM_015194",37828,"chr15",66074478,66098025,"E_01_311","--","1"
"MYO1D","chr17",30819628,31203902,"NM_015194",37828,"chr17",31209117,31240452,"E_01_312","--",NA
"MYOD1","chr11",17741110,17743678,"NM_002478",27798,"chr11",17666831,17677080,"E_01_272","--",NA
"NAGS","chr17",42082032,42086436,"NM_153006",39294,"chr17",42078933,42079032,"E_01_091","NAGS Enhancer",NA
"NAGS","chr17",42082032,42086436,"NM_153006",39294,"chr17",42078866,42079198,"E_01_107","--",NA
"NANOG","chr12",7941995,7948655,"NM_024865",30332,"chr12",7940710,7941994,"E_01_092","--",NA
"NBEAL2","chr3",47021173,47051194,"NM_015175",9000,"chr3",46988576,46990242,"E_01_260","NBEAL2 Enhancer",NA
"NCR1","chr19",55417508,55424439,"NM_004829",43632,"chr20",55417235,55417304,"E_01_101","--",NA
"NCR1","chr19",55417508,55424439,"NM_001242357",43612,"chr20",55417235,55417304,"E_01_101","--",NA
"NCR1","chr19",55417508,55424439,"NM_001242356",43613,"chr20",55417235,55417304,"E_01_101","--",NA
"NCR1","chr19",55417508,55424439,"NM_001145457",43630,"chr20",55417235,55417304,"E_01_101","--",NA
"NCR1","chr19",55417508,55424439,"NM_001145458",43629,"chr20",55417235,55417304,"E_01_101","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166171",21605,"chr9",126964376,126965000,"E_01_348","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166171",21605,"chr9",126980626,126981125,"E_01_349","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166171",21605,"chr9",126900001,126900625,"E_01_347","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166171",21605,"chr9",127047501,127048375,"E_01_351","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166171",21605,"chr9",127001251,127001875,"E_01_350","--",NA
"NEK6","chr9",127020196,127114719,"NM_014397",21601,"chr9",126964376,126965000,"E_01_348","--",NA
"NEK6","chr9",127020196,127114719,"NM_014397",21601,"chr9",126980626,126981125,"E_01_349","--",NA
"NEK6","chr9",127020196,127114719,"NM_014397",21601,"chr9",126900001,126900625,"E_01_347","--",NA
"NEK6","chr9",127020196,127114719,"NM_014397",21601,"chr9",127047501,127048375,"E_01_351","--",NA
"NEK6","chr9",127020196,127114719,"NM_014397",21601,"chr9",127001251,127001875,"E_01_350","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166170",21606,"chr9",126964376,126965000,"E_01_348","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166170",21606,"chr9",126980626,126981125,"E_01_349","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166170",21606,"chr9",126900001,126900625,"E_01_347","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166170",21606,"chr9",127047501,127048375,"E_01_351","--",NA
"NEK6","chr9",127054250,127114719,"NM_001166170",21606,"chr9",127001251,127001875,"E_01_350","--",NA
"NEK6","chr9",127054699,127114719,"NM_001166169",21607,"chr9",126964376,126965000,"E_01_348","--",NA
"NEK6","chr9",127054699,127114719,"NM_001166169",21607,"chr9",126980626,126981125,"E_01_349","--",NA
"NEK6","chr9",127054699,127114719,"NM_001166169",21607,"chr9",126900001,126900625,"E_01_347","--",NA
"NEK6","chr9",127054699,127114719,"NM_001166169",21607,"chr9",127047501,127048375,"E_01_351","--",NA
"NEK6","chr9",127054699,127114719,"NM_001166169",21607,"chr9",127001251,127001875,"E_01_350","--",NA
"NEK6","chr9",127020196,127114719,"NM_001145001",21602,"chr9",126964376,126965000,"E_01_348","--",NA
"NEK6","chr9",127020196,127114719,"NM_001145001",21602,"chr9",126980626,126981125,"E_01_349","--",NA
"NEK6","chr9",127020196,127114719,"NM_001145001",21602,"chr9",126900001,126900625,"E_01_347","--",NA
"NEK6","chr9",127020196,127114719,"NM_001145001",21602,"chr9",127047501,127048375,"E_01_351","--",NA
"NEK6","chr9",127020196,127114719,"NM_001145001",21602,"chr9",127001251,127001875,"E_01_350","--",NA
"NEK6","chr9",127019885,127114719,"NM_001166167",21604,"chr9",126964376,126965000,"E_01_348","--",NA
"NEK6","chr9",127019885,127114719,"NM_001166167",21604,"chr9",126980626,126981125,"E_01_349","--",NA
"NEK6","chr9",127019885,127114719,"NM_001166167",21604,"chr9",126900001,126900625,"E_01_347","--",NA
"NEK6","chr9",127019885,127114719,"NM_001166167",21604,"chr9",127047501,127048375,"E_01_351","--",NA
"NEK6","chr9",127019885,127114719,"NM_001166167",21604,"chr9",127001251,127001875,"E_01_350","--",NA
"NEK6","chr9",127020530,127114719,"NM_001166168",21608,"chr9",126964376,126965000,"E_01_348","--",NA
"NEK6","chr9",127020530,127114719,"NM_001166168",21608,"chr9",126980626,126981125,"E_01_349","--",NA
"NEK6","chr9",127020530,127114719,"NM_001166168",21608,"chr9",126900001,126900625,"E_01_347","--",NA
"NEK6","chr9",127020530,127114719,"NM_001166168",21608,"chr9",127047501,127048375,"E_01_351","--",NA
"NEK6","chr9",127020530,127114719,"NM_001166168",21608,"chr9",127001251,127001875,"E_01_350","--",NA
"NFIB","chr9",14081842,14314045,"NM_001190737",20358,"chr9",14538686,14540685,"E_01_368","--",NA
"NFIB","chr9",14081842,14314045,"NM_001190737",20358,"chr9",14923980,14925979,"E_01_369","--",NA
"NFIB","chr9",14081842,14314045,"NM_001190737",20358,"chr9",15066137,15068136,"E_01_370","--",NA
"NFIB","chr9",14081842,14398982,"NM_001190738",20357,"chr9",14538686,14540685,"E_01_368","--",NA
"NFIB","chr9",14081842,14398982,"NM_001190738",20357,"chr9",14923980,14925979,"E_01_369","--",NA
"NFIB","chr9",14081842,14398982,"NM_001190738",20357,"chr9",15066137,15068136,"E_01_370","--",NA
"NFIB","chr9",14081842,14180801,"NM_001282787",20355,"chr9",14538686,14540685,"E_01_368","--",NA
"NFIB","chr9",14081842,14180801,"NM_001282787",20355,"chr9",14923980,14925979,"E_01_369","--",NA
"NFIB","chr9",14081842,14180801,"NM_001282787",20355,"chr9",15066137,15068136,"E_01_370","--",NA
"NFIB","chr9",14081842,14314045,"NM_005596",20356,"chr9",14538686,14540685,"E_01_368","--",NA
"NFIB","chr9",14081842,14314045,"NM_005596",20356,"chr9",14923980,14925979,"E_01_369","--",NA
"NFIB","chr9",14081842,14314045,"NM_005596",20356,"chr9",15066137,15068136,"E_01_370","--",NA
"NGB","chr14",77731834,77737655,"NM_021257",33810,"chr14",77635928,77639784,"E_01_251","NGB Enhancer",NA
"NGB","chr14",77731834,77737655,"NM_021257",33810,"chr14",77264350,77265491,"E_01_149","--",NA
"NKD2","chr5",1009077,1038927,"NM_001271082",12701,"chr5",893434,1083433,"E_01_412","--",NA
"NKD2","chr5",1009077,1038927,"NM_033120",12700,"chr5",893434,1083433,"E_01_412","--",NA
"NKX2-2","chr20",21491660,21494664,"NM_002509",44489,"chr20",21452816,21462458,"E_01_365","--",NA
"NKX2-5","chr5",172659107,172662315,"NM_001166175",13790,"chr5",148785001,148815000,"E_01_230","CARDIAC Enhancer","9"
"NKX2-5","chr5",172659107,172662315,"NM_001166175",13790,"chr5",172648613,172649177,"E_01_126","--",NA
"NKX2-5","chr5",172659107,172662315,"NM_001166176",13789,"chr5",148785001,148815000,"E_01_230","CARDIAC Enhancer","9"
"NKX2-5","chr5",172659107,172662315,"NM_001166176",13789,"chr5",172648613,172649177,"E_01_126","--",NA
"NKX2-5","chr5",172659107,172662315,"NM_004387",13791,"chr5",148785001,148815000,"E_01_230","CARDIAC Enhancer","9"
"NKX2-5","chr5",172659107,172662315,"NM_004387",13791,"chr5",172648613,172649177,"E_01_126","--",NA
"NOG","chr17",54671060,54672951,"NM_005450",39600,"chr17",54775601,54778000,"E_01_210"," ",NA
"NOG","chr17",54671060,54672951,"NM_005450",39600,"chr17",54754756,54758235,"E_01_209"," ",NA
"NOS2","chr17",26083792,26127555,"NM_000625",38750,"chr17",26077793,26078792,"E_01_024","--",NA
"NOS2","chr17",26083792,26127555,"NM_000625",38750,"chr17",26072593,26074592,"E_01_028","--",NA
"NOS3","chr7",150690892,150701023,"NM_001160110",18480,"chr7",150700001,150705000,"E_01_382","BY707159.1 Enhancer",NA
"NOS3","chr7",150690892,150701023,"NM_001160111",18479,"chr7",150700001,150705000,"E_01_382","BY707159.1 Enhancer",NA
"NOS3","chr7",150688144,150711687,"NM_000603",18484,"chr7",150700001,150705000,"E_01_382","BY707159.1 Enhancer",NA
"NOS3","chr7",150690892,150701023,"NM_001160109",18486,"chr7",150700001,150705000,"E_01_382","BY707159.1 Enhancer",NA
"NOTCH3","chr19",15270444,15311792,"NM_000435",41966,"chr19",15308674,15308842,"E_01_342","--",NA
"NR0B1","chrX",30322539,30327495,"NM_000475",22881,"chrx",30317940,30318739,"E_01_030","SF-1 Enhancer",NA
"NR2F2","chr15",96875794,96883492,"NM_001145156",35726,"chr15",96725741,96737960,"E_01_324","COUP-TFII Enhancer",NA
"NR2F2","chr15",96874111,96883492,"NM_021005",35724,"chr15",96725741,96737960,"E_01_324","COUP-TFII Enhancer",NA
"NR2F2","chr15",96869157,96883492,"NM_001145155",35723,"chr15",96725741,96737960,"E_01_324","COUP-TFII Enhancer",NA
"NR2F2","chr15",96876569,96883492,"NM_001145157",35725,"chr15",96725741,96737960,"E_01_324","COUP-TFII Enhancer",NA
"NRP1","chr10",33466419,33623833,"NM_001244972",24714,"chr10",33637536,33664375,"E_01_345","--",NA
"NRP1","chr10",33466419,33623833,"NM_001244972",24714,"chr10",33492691,33519530,"E_01_343","--",NA
"NRP1","chr10",33466419,33623833,"NM_001244972",24714,"chr10",33512794,33539633,"E_01_344","--",NA
"NRP1","chr10",33466419,33623833,"NM_003873",24713,"chr10",33637536,33664375,"E_01_345","--",NA
"NRP1","chr10",33466419,33623833,"NM_003873",24713,"chr10",33492691,33519530,"E_01_343","--",NA
"NRP1","chr10",33466419,33623833,"NM_003873",24713,"chr10",33512794,33539633,"E_01_344","--",NA
"NRP1","chr10",33486547,33623833,"NM_001024628",24708,"chr10",33637536,33664375,"E_01_345","--",NA
"NRP1","chr10",33486547,33623833,"NM_001024628",24708,"chr10",33492691,33519530,"E_01_343","--",NA
"NRP1","chr10",33486547,33623833,"NM_001024628",24708,"chr10",33512794,33539633,"E_01_344","--",NA
"NRP1","chr10",33466419,33623833,"NM_001244973",24715,"chr10",33637536,33664375,"E_01_345","--",NA
"NRP1","chr10",33466419,33623833,"NM_001244973",24715,"chr10",33492691,33519530,"E_01_343","--",NA
"NRP1","chr10",33466419,33623833,"NM_001244973",24715,"chr10",33512794,33539633,"E_01_344","--",NA
"NRP1","chr10",33466419,33623833,"NR_045259",24717,"chr10",33637536,33664375,"E_01_345","--",NA
"NRP1","chr10",33466419,33623833,"NR_045259",24717,"chr10",33492691,33519530,"E_01_343","--",NA
"NRP1","chr10",33466419,33623833,"NR_045259",24717,"chr10",33512794,33539633,"E_01_344","--",NA
"NRP1","chr10",33486547,33623833,"NM_001024629",24709,"chr10",33637536,33664375,"E_01_345","--",NA
"NRP1","chr10",33486547,33623833,"NM_001024629",24709,"chr10",33492691,33519530,"E_01_343","--",NA
"NRP1","chr10",33486547,33623833,"NM_001024629",24709,"chr10",33512794,33539633,"E_01_344","--",NA
"NT5E","chr6",86159302,86205509,"NM_001204813",15888,"chr6",86160198,86176777,"E_01_001","--",NA
"NT5E","chr6",86159302,86205509,"NM_002526",15887,"chr6",86160198,86176777,"E_01_001","--",NA
"OTUB2","chr14",94492724,94515276,"NM_023112",33055,"chr4",94419117,94437803,"E_01_282","--",NA
"P2RY2","chr11",72929343,72953472,"NM_176072",28790,"chr11",72905736,72906735,"E_01_253","P2RY2 Enhancer",NA
"P2RY2","chr11",72929343,72953472,"NM_176072",28790,"chr11",72897943,72912333,"E_01_125","--",NA
"P2RY2","chr11",72929343,72953472,"NM_002564",28789,"chr11",72905736,72906735,"E_01_253","P2RY2 Enhancer",NA
"P2RY2","chr11",72929343,72953472,"NM_002564",28789,"chr11",72897943,72912333,"E_01_125","--",NA
"P2RY2","chr11",72929502,72953472,"NM_176071",28791,"chr11",72905736,72906735,"E_01_253","P2RY2 Enhancer",NA
"P2RY2","chr11",72929502,72953472,"NM_176071",28791,"chr11",72897943,72912333,"E_01_125","--",NA
"PAG1","chr8",81880046,82024303,"NM_018440",18970,"chr8",81286251,81293977,"E_01_214","PRE3 Enhancer",NA
"PARD6B","chr20",49348081,49370278,"NM_032521",44959,"chr20",48997378,49019434,"E_01_017","--",NA
"PAX3","chr2",223066432,223163715,"NM_181457",5704,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223066432,223163715,"NM_181457",5704,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181460",5705,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181460",5705,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_001127366",5703,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_001127366",5703,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181459",5708,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181459",5708,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181458",5706,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181458",5706,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PAX3","chr2",223158349,223163715,"NM_013942",7440,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223158349,223163715,"NM_013942",7440,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PAX3","chr2",223158349,223163715,"NM_000438",7438,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223158349,223163715,"NM_000438",7438,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181461",5707,"chr2",223164459,223164688,"E_01_003","NEC1 Enhancer",NA
"PAX3","chr2",223064606,223163715,"NM_181461",5707,"chr2",223164847,223165065,"E_01_004","NEC2 Enhancer",NA
"PCNT","chr21",47744036,47865682,"NM_006031",45394,"chr21",47716491,47892045,"E_01_413","--",NA
"PEG3","chr19",57321445,57352094,"NM_001146184",43733,"chr19",57566146,57571006,"E_01_137","ECR18 Enhancer",NA
"PEG3","chr19",57321445,57352094,"NM_001146187",43730,"chr19",57566146,57571006,"E_01_137","ECR18 Enhancer",NA
"PEG3","chr19",57321445,57352094,"NM_006210",43734,"chr19",57566146,57571006,"E_01_137","ECR18 Enhancer",NA
"PEG3","chr19",57321445,57336374,"NM_001146186",43731,"chr19",57566146,57571006,"E_01_137","ECR18 Enhancer",NA
"PEG3","chr19",57321445,57352094,"NM_001146185",43732,"chr19",57566146,57571006,"E_01_137","ECR18 Enhancer",NA
"PITX1","chr5",134363424,134369964,"NM_002653",13345,"chr5",134350425,134352424,"E_01_095","--",NA
"PLCB1","chr20",8112912,8865547,"NM_015192",43841,"chr20",8684438,8686556,"E_01_073","--",NA
"PLCB1","chr20",8112912,8865547,"NM_015192",43841,"chr20",8718345,8719933,"E_01_075","--",NA
"PLCB1","chr20",8112912,8865547,"NM_015192",43841,"chr20",8687418,8688741,"E_01_074","--",NA
"PLCB1","chr20",8112912,8865547,"NM_182734",43840,"chr20",8684438,8686556,"E_01_073","--",NA
"PLCB1","chr20",8112912,8865547,"NM_182734",43840,"chr20",8718345,8719933,"E_01_075","--",NA
"PLCB1","chr20",8112912,8865547,"NM_182734",43840,"chr20",8687418,8688741,"E_01_074","--",NA
"PLG","chr6",161123225,161132904,"NM_001168338",16277,"chr6",161119826,161121825,"E_01_133","AP3 Enhancer",NA
"PLG","chr6",161123225,161132904,"NM_001168338",16277,"chr6",161110726,161112725,"E_01_134","ERE Enhancer",NA
"PLG","chr6",161123225,161175085,"NM_000301",16276,"chr6",161119826,161121825,"E_01_133","AP3 Enhancer",NA
"PLG","chr6",161123225,161175085,"NM_000301",16276,"chr6",161110726,161112725,"E_01_134","ERE Enhancer",NA
"POU2AF1","chr11",111222981,111250157,"NM_006235",29064,"chr11",110716522,110832306,"E_01_146","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31129569,31129735,"E_01_098","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31137270,31137697,"E_01_320","OCT4 Intronic Enhancer",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",30904343,30904788,"E_01_229","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31126538,31126685,"E_01_243","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31130446,31130606,"E_01_097","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31139600,31139921,"E_01_240","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31140557,31141204,"E_01_354","POU5F1 distal Enhancer",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31130680,31130761,"E_01_096","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",30646844,30647217,"E_01_241","--",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31137057,31138028,"E_01_353","POU5F1 naive Enhancer",NA
"POU5F1","chr6",31132114,31134947,"NM_001285986",15199,"chr6",31139520,31140167,"E_01_352","POU5F1 proximal Enhancer",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31129569,31129735,"E_01_098","--",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31137270,31137697,"E_01_320","OCT4 Intronic Enhancer",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",30904343,30904788,"E_01_229","--",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31126538,31126685,"E_01_243","--",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31130446,31130606,"E_01_097","--",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31139600,31139921,"E_01_240","--",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31140557,31141204,"E_01_354","POU5F1 distal Enhancer",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31130680,31130761,"E_01_096","--",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",30646844,30647217,"E_01_241","--",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31137057,31138028,"E_01_353","POU5F1 naive Enhancer",NA
"POU5F1","chr6",31132114,31138470,"NM_002701",15204,"chr6",31139520,31140167,"E_01_352","POU5F1 proximal Enhancer",NA
"POU5F1","chr6",31132114,31134947,"NM_203289",15203,"chr6",31129569,31129735,"E_01_098","--",NA
"POU5F1","chr6",31132114,31134947,"NM_203289",15203,"chr6",31137270,31137697,"E_01_320","OCT4 Intronic Enhancer",NA
"POU5F1","chr6",31132114,31134947,"NM_203289",15203,"chr6",30904343,30904788,"E_01_229","--",NA
"POU5F1","chr6",31132114,31134947,"NM_203289",15203,"chr6",31126538,31126685,"E_01_243","--",NA
"POU5F1","chr6",31132114,31134947,"NM_203289",15203,"chr6",31130446,31130606,"E_01_097","--",NA
"POU5F1","chr6",31132114,31134947,"NM_203289",15203,"chr6",31139600,31139921,"E_01_240","--",NA
"POU5F1","chr6",31132114,31134947,"NM_203289",15203,"chr6",31140557,31141204,"E_01_354","POU5F1 distal Enhancer",NA
