TR.NAME,GENE.NAME,N.EXONS,N.INTRONS,TRANSCRIPT.L,EXONS.L,INTRONS.L,AV.INTRON.L,AV.EXON.L,INTRONS.dev.EXONS
NM_004517,ILK,13,12,7169,1842,5327,443.9166667,141.6923077,2.891965255
NM_022061,MRPL17,3,2,3018,2369,649,324.5,789.6666667,0.273955255
NM_001004490,OR2AG2,1,0,952,952,NA,NA,952,NA
NM_001004489,OR2AG1,1,0,999,999,NA,NA,999,NA
NM_207186,OR10A4,1,0,996,996,NA,NA,996,NA
NM_003696,OR6A2,1,0,1385,1385,NA,NA,1385,NA
NM_003700,OR2D2,1,0,928,928,NA,NA,928,NA
NM_178168,OR10A5,1,0,955,955,NA,NA,955,NA
NM_001004684,OR2D3,1,0,994,994,NA,NA,994,NA
NM_001004460,OR10A2,1,0,913,913,NA,NA,913,NA
NM_013250,ZNF215,7,6,31626,3665,27961,4660.166667,523.5714286,7.629195089
NM_013249,ZNF214,3,2,21039,2671,18368,9184,890.3333333,6.876825159
NM_014469,RBMXL2,1,0,2216,2216,NA,NA,2216,NA
NM_198474,OLFML1,3,2,26008,2906,23102,11551,968.6666667,7.949759119
NM_016229,CYB5R2,9,8,8497,1357,7140,892.5,150.7777778,5.261606485
NM_001256569,PPFIBP2,20,19,48033,2994,45039,2370.473684,149.7,15.04308617
NM_198185,OVCH2,17,16,17274,1911,15363,960.1875,112.4117647,8.039246468
NM_001256568,PPFIBP2,21,20,56581,3015,53566,2678.3,143.5714286,17.76650083
NM_153444,OR5P2,1,0,970,970,NA,NA,970,NA
NM_153445,OR5P3,1,0,937,937,NA,NA,937,NA
NM_176821,NLRP10,2,1,3905,2022,1883,1883,1011,0.931256182
NM_001004461,OR10A6,1,0,946,946,NA,NA,946,NA
NM_001003745,OR10A3,1,0,946,946,NA,NA,946,NA
NM_003754,EIF3F,8,7,8854,1265,7589,1084.142857,158.125,5.999209486
NM_024557,RIC3,6,5,62995,5815,57180,11436,969.1666667,9.833190026
NM_001206671,RIC3,6,5,62995,5818,57177,11435.4,969.6666667,9.827603988
NM_001135109,RIC3,2,1,62995,5268,57727,57727,2634,10.9580486
NM_001206672,RIC3,4,3,62995,5573,57422,19140.66667,1393.25,10.30360668
NM_000990,RPL27A,5,4,7426,4884,2542,635.5,976.8,0.52047502
NM_001286094,TMEM9B,4,3,17574,2088,15486,5162,522,7.416666667
NM_001286095,TMEM9B,5,4,17812,1738,16074,4018.5,347.6,9.248561565
NM_020645,NRIP3,7,6,23475,3816,19659,3276.5,545.1428571,5.15172956
NM_020643,C11orf16,7,6,12932,1932,11000,1833.333333,276,5.693581781
NM_020642,AKIP1,6,5,8927,1314,7613,1522.6,219,5.793759513
NM_001206648,AKIP1,4,3,8927,1150,7777,2592.333333,287.5,6.762608696
NM_001206647,AKIP1,5,4,8927,1232,7695,1923.75,246.4,6.245941558
NM_001206646,AKIP1,5,4,8927,1232,7695,1923.75,246.4,6.245941558
NM_020646,ASCL3,2,1,5463,652,4811,4811,326,7.378834356
NM_020644,TMEM9B,5,4,17574,2181,15393,3848.25,436.2,7.057771664
NM_001165030,TMEM41B,3,2,19678,865,18813,9406.5,288.3333333,21.74913295
NM_003442,ZNF143,16,15,67561,2963,64598,4306.533333,185.1875,21.80155248
NM_001282656,ZNF143,16,15,67561,2960,64601,4306.733333,185,21.82466216
NM_001282657,ZNF143,15,14,67561,2869,64692,4620.857143,191.2666667,22.54862321
NM_003390,WEE1,11,10,16087,3369,12718,1271.8,306.2727273,3.775007421
NM_001143976,WEE1,11,10,15081,3229,11852,1185.2,293.5454545,3.670486219
NM_001124,ADM,4,3,2283,1453,830,276.6666667,363.25,0.571231934
NM_016422,RNF141,6,5,29551,4090,25461,5092.2,681.6666667,6.225183374
NM_001190702,MTRNR2L8,1,0,1291,1291,NA,NA,1291,NA
NM_006691,LYVE1,6,5,10954,2506,8448,1689.6,417.6666667,3.371109338
NM_001172705,EIF4G2,22,21,10952,4050,6902,328.6666667,184.0909091,1.704197531
NM_014633,CTR9,25,24,28481,4334,24147,1006.125,173.36,5.571527457
NM_001418,EIF4G2,22,21,11991,3933,8058,383.7142857,178.7727273,2.048817696
NM_001042559,EIF4G2,21,20,11991,3818,8173,408.65,181.8095238,2.140649555
NM_001256686,CSNK2A3,1,0,1417,1417,NA,NA,1417,NA
NM_015881,DKK3,8,7,46088,2768,43320,6188.571429,346,15.65028902
NM_013253,DKK3,8,7,46376,2754,43622,6231.714286,344.25,15.83950617
NM_001018057,DKK3,7,6,45645,2585,43060,7176.666667,369.2857143,16.65764023
NM_001080521,RASSF10,1,0,2685,2685,NA,NA,2685,NA
NM_032320,BTBD10,9,8,75284,2516,72768,9096,279.5555556,28.92209857
NM_000315,PTH,3,2,3968,817,3151,1575.5,272.3333333,3.856793146
NM_032228,FAR1,12,11,63689,5287,58402,5309.272727,440.5833333,11.04634008
NM_001177315,RRAS2,6,5,80567,2178,78389,15677.8,363,35.9912764
NM_001177314,RRAS2,6,5,86588,2046,84542,16908.4,341,41.32062561
NM_012250,RRAS2,6,5,81266,2352,78914,15782.8,392,33.55187075
NM_001102669,RRAS2,6,5,80609,2201,78408,15681.6,366.8333333,35.62380736
NM_016451,COPB1,22,21,42357,3512,38845,1849.761905,159.6363636,11.0606492
NM_002786,PSMA1,10,9,15571,1264,14307,1589.666667,126.4,11.31882911
NM_001143937,PSMA1,5,4,6481,931,5550,1387.5,186.2,5.961331901
NM_001144061,COPB1,22,21,42394,3451,38943,1854.428571,156.8636364,11.2845552
NM_001144062,COPB1,22,21,42368,3390,38978,1856.095238,154.0909091,11.4979351
NM_024514,CYP2R1,5,4,14197,1623,12574,3143.5,324.6,7.747381392
NM_001033953,CALCA,5,4,5619,921,4698,1174.5,184.2,5.100977199
NM_001033952,CALCA,4,3,3786,802,2984,994.6666667,200.5,3.720698254
NM_001741,CALCA,4,3,3786,778,3008,1002.666667,194.5,3.866323907
NM_000728,CALCB,5,4,5033,1036,3997,999.25,207.2,3.858108108
NM_001017,RPS13,6,5,3283,535,2748,549.6,89.16666667,5.136448598
NM_000525,KCNJ11,1,0,3412,3412,NA,NA,3412,NA
NM_001166290,KCNJ11,2,1,4084,2758,1326,1326,1379,0.480783176
NM_001202439,NCR3LG1,5,4,25561,6387,19174,4793.5,1277.4,3.002035384
NM_001277269,OTOG,55,54,98573,8833,89740,1661.851852,160.6,10.15962867
NM_001112741,KCNC1,4,3,47109,3138,43971,14657,784.5,14.0124283
NM_004976,KCNC1,2,1,41884,6793,35091,35091,3396.5,5.165758869
NM_002478,MYOD1,3,2,2570,1809,761,380.5,603,0.420674406
NM_004179,TPH1,10,9,20253,1825,18428,2047.555556,182.5,10.09753425
NM_054032,MRGPRX4,1,0,1445,1445,NA,NA,1445,NA
NM_054031,MRGPRX3,3,2,17527,1642,15885,7942.5,547.3333333,9.674177832
NM_138421,SAAL1,12,11,25750,1543,24207,2200.636364,128.5833333,15.6882696
NM_001199744,SAA2-SAA4,6,5,17321,856,16465,3293,142.6666667,19.23481308
NM_030754,SAA2,4,3,3448,598,2850,950,149.5,4.765886288
NM_001127380,SAA2,4,3,10443,2047,8396,2798.666667,511.75,4.101612115
NM_001178006,SAA1,5,4,3717,596,3121,780.25,119.2,5.236577181
NM_007216,HPS5,22,21,43506,4745,38761,1845.761905,215.6818182,8.168809273
NM_000331,SAA1,4,3,3717,681,3036,1012,170.25,4.45814978
NM_006512,SAA4,4,3,5484,669,4815,1605,167.25,7.197309417
NM_199161,SAA1,4,3,3717,534,3183,1061,133.5,5.960674157
NM_181508,HPS5,22,21,43506,4558,38948,1854.666667,207.1818182,8.544975867
NM_181507,HPS5,23,22,43506,4903,38603,1754.681818,213.173913,7.873342851
NM_002301,LDHC,8,7,38942,1292,37650,5378.571429,161.5,29.14086687
NM_001165415,LDHA,7,6,13831,1946,11885,1980.833333,278,6.107399794
NM_001165416,LDHA,7,6,13831,2091,11740,1956.666667,298.7142857,5.614538498
NM_001165414,LDHA,8,7,11954,2313,9641,1377.285714,289.125,4.168179853
NM_001135239,LDHA,7,6,13831,2041,11790,1965,291.5714286,5.776580108
NM_017448,LDHC,8,7,38942,1238,37704,5386.285714,154.75,30.45557351
NM_005566,LDHA,8,7,13831,2216,11615,1659.285714,277,5.241425993
NM_001261382,UEVLD,11,10,57345,2370,54975,5497.5,215.4545455,23.19620253
NM_001261385,UEVLD,11,10,48117,2269,45848,4584.8,206.2727273,20.20625826
NM_001261386,UEVLD,7,6,57345,1773,55572,9262,253.2857143,31.34348562
NM_001040697,UEVLD,12,11,57345,2437,54908,4991.636364,203.0833333,22.53098071
NM_006292,TSG101,10,9,46647,1558,45089,5009.888889,155.8,28.94030809
NM_018314,UEVLD,11,10,57345,2312,55033,5503.3,210.1818182,23.80320069
NM_001261383,UEVLD,10,9,57345,2245,55100,6122.222222,224.5,24.54342984
NM_001261384,UEVLD,10,9,57345,2186,55159,6128.777778,218.6,25.23284538
NM_194285,SPTY2D1,6,5,28074,5740,22334,4466.8,956.6666667,3.890940767
NM_153347,TMEM86A,3,2,5983,3585,2398,1199,1195,0.668898187
NM_001039970,PTPN5,15,14,63916,3054,60862,4347.285714,203.6,19.92861821
NM_032781,PTPN5,15,14,63916,3105,60811,4343.642857,207,19.58486312
NM_001278236,PTPN5,15,14,64795,3888,60907,4350.5,259.2,15.66538066
NM_001278239,PTPN5,14,13,63916,2920,60996,4692,208.5714286,20.8890411
NM_006906,PTPN5,15,14,63916,3150,60766,4340.428571,210,19.29079365
NM_001278238,PTPN5,14,13,63916,3016,60900,4684.615385,215.4285714,20.19230769
NM_147199,MRGPRX1,1,0,1191,1191,NA,NA,1191,NA
NM_054030,MRGPRX2,2,1,6227,2037,4190,4190,1018.5,2.05694649
NM_024680,E2F8,13,12,16899,3734,13165,1097.083333,287.2307692,3.525709695
NM_003476,CSRP3,7,6,28543,1471,27072,4512,210.1428571,18.40380693
NM_019028,ZDHHC13,17,16,59277,2451,56826,3551.625,144.1764706,23.18482252
NM_001256372,E2F8,13,12,17594,3480,14114,1176.166667,267.6923077,4.055747126
NM_001256371,E2F8,13,12,17559,3535,14024,1168.666667,271.9230769,3.96718529
NM_001001483,ZDHHC13,16,15,59277,2304,56973,3798.2,144,24.72786458
NM_001029865,DBX1,4,3,4112,1036,3076,1025.333333,259,2.969111969
NM_006410,HTATIP2,6,5,20100,1379,18721,3744.2,229.8333333,13.57577955
NM_001098523,HTATIP2,2,1,3515,775,2740,2740,387.5,3.535483871
NM_001098522,HTATIP2,5,4,19928,1693,18235,4558.75,338.6,10.77082103
NM_001098520,HTATIP2,6,5,20042,1484,18558,3711.6,247.3333333,12.50539084
NM_001098521,HTATIP2,6,5,20084,1412,18672,3734.4,235.3333333,13.22379603
NM_004211,SLC6A5,16,15,55666,2879,52787,3519.133333,179.9375,18.33518583
NM_020346,SLC17A6,12,11,41381,3934,37447,3404.272727,327.8333333,9.518810371
NM_022725,FANCF,1,0,3310,3310,NA,NA,3310,NA
NM_148893,SVIP,4,3,7786,1393,6393,2131,348.25,4.589375449
NM_001195637,CCDC179,4,3,13506,804,12702,4234,201,15.79850746
NM_001135092,MUC15,4,3,13238,3246,9992,3330.666667,811.5,3.078250154
NM_001135091,MUC15,5,4,13238,3397,9841,2460.25,679.4,2.896967913
NM_145650,MUC15,4,3,13238,3308,9930,3310,827,3.001813785
NM_203371,FIBIN,1,0,3006,3006,NA,NA,3006,NA
NM_080654,CCDC34,3,2,14378,2123,12255,6127.5,707.6666667,5.772491757
NM_030771,CCDC34,6,5,24736,1489,23247,4649.4,248.1666667,15.61249161
NM_001143816,BDNF,2,1,4756,4523,233,233,2261.5,0.051514482
NM_001143814,BDNF,3,2,45595,4126,41469,20734.5,1375.333333,10.05065439
NM_001709,BDNF,2,1,45595,4018,41577,41577,2009,10.34768542
NM_001143813,BDNF,2,1,45595,4000,41595,41595,2000,10.39875
NM_001143812,BDNF,2,1,46007,3918,42089,42089,1959,10.74247065
NM_001143811,BDNF,4,3,46160,4178,41982,13994,1044.5,10.04834849
NM_001143810,BDNF,3,2,46160,4060,42100,21050,1353.333333,10.36945813
NM_001143809,BDNF,2,1,46160,3776,42384,42384,1888,11.22457627
NM_001143808,BDNF,2,1,46160,3766,42394,42394,1883,11.25703664
NM_001143807,BDNF,2,1,64854,3930,60924,60924,1965,15.50229008
NM_001143806,BDNF,2,1,65886,4044,61842,61842,2022,15.29228487
NM_001143805,BDNF,2,1,65886,3829,62057,62057,1914.5,16.20710368
NM_170733,BDNF,2,1,46740,4030,42710,42710,2015,10.59801489
NM_170731,BDNF,2,1,67165,4340,62825,62825,2170,14.47580645
NM_170735,BDNF,1,0,4756,4756,NA,NA,4756,NA
NM_170734,BDNF,2,1,44774,3979,40795,40795,1989.5,10.25257602
NM_170732,BDNF,2,1,65886,4127,61759,61759,2063.5,14.96462321
NM_002233,KCNA4,2,1,7291,4181,3110,3110,2090.5,0.743841186
NM_000510,FSHB,3,2,4263,1939,2324,1162,646.3333333,1.198555957
NM_001018080,FSHB,3,2,4263,1909,2354,1177,636.3333333,1.233106338
NM_152316,ARL14EP,4,3,14518,1774,12744,4248,443.5,7.183765502
NM_181706,DNAJC24,5,4,63007,3005,60002,15000.5,601,19.96738769
NM_001258464,PAX6,13,12,26563,6881,19682,1640.166667,529.3076923,2.860340067
NM_001258465,PAX6,12,11,26352,6866,19486,1771.454545,572.1666667,2.838042528
NM_000280,PAX6,13,12,26563,6979,19584,1632,536.8461538,2.806132684
NM_001127612,PAX6,13,12,33171,6893,26278,2189.833333,530.2307692,3.812273321
NM_001258463,PAX6,14,13,27393,6874,20519,1578.384615,491,2.985016002
NM_001604,PAX6,14,13,26563,6924,19639,1510.692308,494.5714286,2.836366262
NM_001258462,PAX6,14,13,33171,6936,26235,2018.076923,495.4285714,3.782439446
NM_024424,WT1,10,9,47761,3027,44734,4970.444444,302.7,14.77832838
NM_000378,WT1,9,8,47761,2975,44786,5598.25,330.5555556,15.05411765
NM_001198552,WT1,9,8,43043,2436,40607,5075.875,270.6666667,16.66954023
NM_001198551,WT1,10,9,43043,2479,40564,4507.111111,247.9,16.36304962
NM_024426,WT1,10,9,47761,3036,44725,4969.444444,303.6,14.73155468
NM_006360,EIF3M,11,10,18726,1349,17377,1737.7,122.6363636,12.88139362
NM_024081,PRRG4,6,5,28190,5544,22646,4529.2,924,4.084776335
NM_001076786,QSER1,13,12,87024,9282,77742,6478.5,714,8.375565611
NM_018393,TCP11L1,10,9,34148,2827,31321,3480.111111,282.7,11.07923594
NM_001145541,TCP11L1,10,9,33550,2643,30907,3434.111111,264.3,11.69390844
NM_001077242,DEPDC7,9,8,17720,1764,15956,1994.5,196,9.045351474
NM_139160,DEPDC7,9,8,17402,2003,15399,1924.875,222.5555556,7.687968048
NM_001033506,CSTF3,2,1,20062,751,19311,19311,375.5,25.71371505
NM_001033505,CSTF3,3,2,20062,630,19432,9716,210,30.84444444
NM_203331,CD59,5,4,33471,7669,25802,6450.5,1533.8,3.364454297
NM_203330,CD59,6,5,33471,7786,25685,5137,1297.666667,3.298869766
NM_203329,CD59,5,4,33471,7740,25731,6432.75,1548,3.324418605
NM_012175,FBXO3,11,10,33583,2419,31164,3116.4,219.9090909,12.88300951
NM_001127223,CD59,3,2,19719,7788,11931,5965.5,2596,1.531972265
NM_000611,CD59,4,3,33471,7623,25848,8616,1905.75,3.390791027
NM_033406,FBXO3,10,9,27782,1662,26120,2902.222222,166.2,15.71600481
NM_001166692,C11orf91,2,1,2634,905,1729,1729,452.5,1.910497238
NM_001127227,CD59,4,3,19944,7561,12383,4127.666667,1890.25,1.63774633
NM_001127226,CD59,4,3,19719,7617,12102,4034,1904.25,1.588814494
NM_001127225,CD59,4,3,19719,7682,12037,4012.333333,1920.5,1.566909659
NM_001142316,LMO2,3,2,11250,1698,9552,4776,566,5.625441696
NM_001142315,LMO2,4,3,11388,1599,9789,3263,399.75,6.12195122
NM_005574,LMO2,6,5,33715,2299,31416,6283.2,383.1666667,13.66507177
NM_024662,NAT10,29,28,41349,4070,37279,1331.392857,140.3448276,9.159459459
NM_001144030,NAT10,27,26,41349,3853,37496,1442.153846,142.7037037,9.731637685
NM_198381,ELF5,7,6,33006,2458,30548,5091.333333,351.1428571,12.42799024
NM_001422,ELF5,7,6,35007,2326,32681,5446.833333,332.2857143,14.05030095
NM_001243080,ELF5,5,4,35007,2039,32968,8242,407.8,16.16871015
NM_001243081,ELF5,6,5,33006,2223,30783,6156.6,370.5,13.84750337
NM_012153,EHF,9,8,42248,5459,36789,4598.625,606.5555556,6.739146364
NM_001206616,EHF,9,8,30825,5460,25365,3170.625,606.6666667,4.645604396
NM_001206615,EHF,8,7,42248,5389,36859,5265.571429,673.625,6.839673409
NM_015957,APIP,7,6,34117,1284,32833,5472.166667,183.4285714,25.57087227
NM_001202556,CD44,8,7,93534,4534,89000,12714.28571,566.75,19.62946625
NM_001202557,CD44,9,8,84452,2270,82182,10272.75,252.2222222,36.20352423
NM_001202555,CD44,10,9,93534,4803,88731,9859,480.3,18.4740787
NM_000610,CD44,18,17,93534,5750,87784,5163.764706,319.4444444,15.26678261
NM_001001389,CD44,17,16,93534,5620,87914,5494.625,330.5882353,15.6430605
NM_001001392,CD44,4,3,93534,3973,89561,29853.66667,993.25,22.54241128
NM_001001391,CD44,9,8,93534,4598,88936,11117,510.8888889,19.34232275
NM_001001390,CD44,12,11,93534,4997,88537,8048.818182,416.4166667,17.71803082
NM_014344,FJX1,1,0,2688,2688,NA,NA,2688,NA
NM_145803,TRAF6,8,7,26548,8029,18519,2645.571429,1003.625,2.306513887
NM_004620,TRAF6,7,6,26548,7935,18613,3102.166667,1133.571429,2.34568368
NM_001276727,C11orf74,4,3,64800,676,64124,21374.66667,169,94.85798817
NM_001276725,C11orf74,4,3,64800,845,63955,21318.33333,211.25,75.68639053
NM_001276724,C11orf74,6,5,64521,944,63577,12715.4,157.3333333,67.34851695
NM_001276722,C11orf74,6,5,64800,1069,63731,12746.2,178.1666667,59.61739944
NM_001243786,RAG2,3,2,6338,2823,3515,1757.5,941,1.245129295
NM_001243785,RAG2,3,2,6338,2629,3709,1854.5,876.3333333,1.410802587
NM_000536,RAG2,2,1,6338,2433,3905,3905,1216.5,1.605014386
NM_001276723,C11orf74,6,5,64800,949,63851,12770.2,158.1666667,67.28240253
NM_001276726,C11orf74,4,3,64800,725,64075,21358.33333,181.25,88.37931034
NM_138787,C11orf74,6,5,64800,900,63900,12780,150,71
NM_000448,RAG1,2,1,11749,6582,5167,5167,3291,0.785019751
NM_001243747,API5,11,10,32577,3255,29322,2932.2,295.9090909,9.008294931
NM_006595,API5,14,13,32577,3777,28800,2215.384615,269.7857143,7.625099285
NM_001142931,API5,13,12,32577,3614,28963,2413.583333,278,8.014111787
NM_001142930,API5,14,13,32577,3782,28795,2215,270.1428571,7.613696457
NM_001145033,C11orf96,1,0,1329,1329,NA,NA,1329,NA
NM_001031854,ACCSL,14,13,11998,1834,10164,781.8461538,131,5.541984733
NM_032592,ACCS,15,14,17759,2188,15571,1112.214286,145.8666667,7.11654479
NM_001127219,ACCS,15,14,17842,1892,15950,1139.285714,126.1333333,8.430232558
NM_001024844,CD82,9,8,54176,1625,52551,6568.875,180.5555556,32.33907692
NM_002231,CD82,10,9,54176,1701,52475,5830.555556,170.1,30.84950029
NM_020826,SYT13,6,5,46033,5163,40870,8174,860.5,7.915940345
NM_001247987,SYT13,8,7,46033,5383,40650,5807.142857,672.875,7.55155118
NM_003654,CHST1,4,3,17969,3944,14025,4675,986,3.556034483
NM_018389,SLC35C1,2,1,7928,3490,4438,4438,1745,1.271633238
NM_001145266,SLC35C1,3,2,8946,3120,5826,2913,1040,1.867307692
NM_001145265,SLC35C1,3,2,8946,3217,5729,2864.5,1072.333333,1.780851725
NM_057174,PEX16,11,10,8456,1784,6672,667.2,162.1818182,3.739910314
NM_001080446,C11orf94,3,2,749,371,378,189,123.6666667,1.018867925
NM_005456,MAPK8IP1,12,11,20971,3217,17754,1614,268.0833333,5.518806341
NM_152312,GYLTL1B,14,13,7453,2542,4911,377.7692308,181.5714286,1.931943352
NM_004813,PEX16,11,10,8456,1919,6537,653.7,174.4545455,3.406461699
NM_052854,CREB3L1,12,11,43785,2722,41063,3733,226.8333333,15.08559882
NM_002391,MDK,5,4,2184,885,1299,324.75,177,1.46779661
NM_001012334,MDK,5,4,2771,1002,1769,442.25,200.4,1.765469062
NM_001012333,MDK,5,4,2128,956,1172,293,191.2,1.225941423
NM_001270552,MDK,4,3,2184,716,1468,489.3333333,179,2.05027933
NM_001270551,MDK,4,3,2128,1126,1002,334,281.5,0.889875666
NM_001270550,MDK,5,4,3055,1181,1874,468.5,236.2,1.586790855
NM_000741,CHRM4,1,0,1469,1469,NA,NA,1469,NA
NM_173811,HARBI1,3,2,13923,1525,12398,6199,508.3333333,8.129836066
NM_024741,ZNF408,5,4,5151,2502,2649,662.25,500.4,1.058752998
NM_000506,F2,14,13,20315,2024,18291,1407,144.5714286,9.037055336
NM_001184751,ZNF408,5,4,4824,2217,2607,651.75,443.4,1.175913396
NM_004308,ARHGAP1,13,12,23592,3459,20133,1677.75,266.0769231,5.820468343
NM_016223,PACSIN3,11,10,8939,1909,7030,703,173.5454545,3.682556312
NM_005693,NR1H3,10,9,11118,1941,9177,1019.666667,194.1,4.72797527
NM_000107,DDB2,10,9,24278,1858,22420,2491.111111,185.8,12.06673843
NM_001251935,NR1H3,10,9,20735,1930,18805,2089.444444,193,9.743523316
NM_001251934,NR1H3,10,9,20735,1889,18846,2094,188.9,9.976707253
NM_001610,ACP2,11,10,9606,2214,7392,739.2,201.2727273,3.338753388
NM_001131064,ACP2,4,3,3389,734,2655,885,183.5,3.617166213
NM_001130102,NR1H3,9,8,20137,1749,18388,2298.5,194.3333333,10.51343625
NM_001130101,NR1H3,9,8,11118,1760,9358,1169.75,195.5555556,5.317045455
NM_001184975,PACSIN3,11,10,8361,2038,6323,632.3,185.2727273,3.102551521
NM_001184974,PACSIN3,11,10,8939,1905,7034,703.4,173.1818182,3.692388451
NM_003120,SPI1,5,4,23720,1410,22310,5577.5,282,15.82269504
NM_001128225,SLC39A13,10,9,8007,2439,5568,618.6666667,243.9,2.282902829
NM_001080547,SPI1,5,4,23720,1413,22307,5576.75,282.6,15.78697806
NM_002804,PSMC3,12,11,7706,1592,6114,555.8181818,132.6666667,3.840452261
NM_152264,SLC39A13,10,9,8007,2439,5568,618.6666667,243.9,2.282902829
NM_000256,MYBPC3,34,33,21298,4251,17049,516.6363636,125.0294118,4.010585745
NM_001025596,CELF1,13,12,23089,4478,18611,1550.916667,344.4615385,4.156096472
NM_032645,RAPSN,6,5,11424,1500,9924,1984.8,250,6.616
NM_006560,CELF1,14,13,87305,4716,82589,6353,336.8571429,17.5125106
NM_198700,CELF1,14,13,28586,4661,23925,1840.384615,332.9285714,5.133018666
NM_001172640,CELF1,13,12,23089,7686,15403,1283.583333,591.2307692,2.004033307
NM_001172639,CELF1,16,15,58053,7441,50612,3374.133333,465.0625,6.801773955
NM_005055,RAPSN,8,7,11424,1679,9745,1392.142857,209.875,5.80405003
NM_016506,KBTBD4,4,3,6774,2465,4309,1436.333333,616.25,1.748073022
NM_001164379,FAM180B,3,2,2518,1406,1112,556,468.6666667,0.790896159
NM_031909,C1QTNF4,2,1,4747,1416,3331,3331,708,2.35240113
NM_014342,MTCH2,13,12,25350,2641,22709,1892.416667,203.1538462,8.59863688
NM_018095,KBTBD4,4,3,6820,2406,4414,1471.333333,601.5,1.834580216
NM_001143984,PTPMT1,2,1,8033,2550,5483,5483,1275,2.150196078
NM_004551,NDUFS3,7,6,5555,966,4589,764.8333333,138,4.750517598
NM_175732,PTPMT1,4,3,8033,2635,5398,1799.333333,658.75,2.04857685
NM_015308,FNBP4,17,16,50926,4129,46797,2924.8125,242.8823529,11.33373698
NM_001005470,OR4B1,1,0,931,931,NA,NA,931,NA
NM_001004727,OR4X2,1,0,913,913,NA,NA,913,NA
NM_001004726,OR4X1,1,0,919,919,NA,NA,919,NA
NM_001004725,OR4S1,1,0,931,931,NA,NA,931,NA
NM_001004702,OR4C3,1,0,991,991,NA,NA,991,NA
NM_001005513,OR4C45,2,1,7101,921,6180,6180,460.5,6.71009772
NM_001005512,OR4A47,1,0,931,931,NA,NA,931,NA
NM_001206626,TRIM49B,6,5,6379,1365,5014,1002.8,227.5,3.673260073
NM_001206631,TRIM64C,6,5,5400,1359,4041,808.2,226.5,2.973509934
NM_001014986,FOLH1,18,17,62037,2560,59477,3498.647059,142.2222222,23.23320313
NM_001193472,FOLH1,19,18,62037,2658,59379,3298.833333,139.8947368,22.33972912
NM_001193471,FOLH1,20,19,62037,2752,59285,3120.263158,137.6,21.54251453
NM_001193473,FOLH1,17,16,62037,2278,59759,3734.9375,134,26.23309921
NM_004476,FOLH1,19,18,62037,2654,59383,3299.055556,139.6842105,22.3749058
NM_001005270,OR4C12,1,0,1064,1064,NA,NA,1064,NA
NM_001001955,OR4C13,1,0,1030,1030,NA,NA,1030,NA
NM_001005272,OR4A5,1,0,1072,1072,NA,NA,1072,NA
NM_001004703,OR4C46,1,0,931,931,NA,NA,931,NA
NM_024114,TRIM48,6,5,8939,1451,7488,1497.6,241.8333333,5.160578911
NM_001005275,OR4A15,1,0,1036,1036,NA,NA,1036,NA
NM_001005274,OR4A16,1,0,988,988,NA,NA,988,NA
NM_001004124,OR4P4,1,0,940,940,NA,NA,940,NA
NM_001004704,OR4C6,1,0,931,931,NA,NA,931,NA
NM_001004701,OR4C16,1,0,934,934,NA,NA,934,NA
NM_001004700,OR4C11,1,0,1046,1046,NA,NA,1046,NA
NM_001004059,OR4S2,1,0,937,937,NA,NA,937,NA
NM_001001920,OR4C15,1,0,1114,1114,NA,NA,1114,NA
NM_001004735,OR5D14,1,0,946,946,NA,NA,946,NA
NM_001001967,OR5D13,1,0,946,946,NA,NA,946,NA
NM_001005496,OR5D16,1,0,988,988,NA,NA,988,NA
NM_006637,OR5I1,1,0,946,946,NA,NA,946,NA
NM_032681,TRIM51,7,6,8513,1634,6879,1146.5,233.4285714,4.209914321
NM_001004739,OR5L2,1,0,937,937,NA,NA,937,NA
NM_001004738,OR5L1,1,0,937,937,NA,NA,937,NA
NM_001001960,OR5W2,1,0,934,934,NA,NA,934,NA
NM_001001952,OR5D18,1,0,943,943,NA,NA,943,NA
NM_001005491,OR10AG1,1,0,907,907,NA,NA,907,NA
NM_003697,OR5F1,1,0,946,946,NA,NA,946,NA
NM_001001921,OR5AS1,1,0,976,976,NA,NA,976,NA
NM_001005492,OR5J2,1,0,940,940,NA,NA,940,NA
NM_001005201,OR8H3,1,0,940,940,NA,NA,940,NA
NM_001005200,OR8H2,1,0,940,940,NA,NA,940,NA
NM_001004064,OR8J3,1,0,949,949,NA,NA,949,NA
NM_001004058,OR8K5,1,0,925,925,NA,NA,925,NA
NM_001003750,OR8I2,1,0,934,934,NA,NA,934,NA
NM_001005199,OR8H1,1,0,937,937,NA,NA,937,NA
NM_001005202,OR8K3,1,0,940,940,NA,NA,940,NA
NM_001004747,OR5T3,1,0,1024,1024,NA,NA,1024,NA
NM_001004746,OR5T2,1,0,1081,1081,NA,NA,1081,NA
NM_001004745,OR5T1,1,0,982,982,NA,NA,982,NA
NM_001013356,OR8U8,2,1,877,868,9,9,434,0.010368664
NM_001005204,OR8U1,1,0,931,931,NA,NA,931,NA
NM_001005205,OR8J1,1,0,1075,1075,NA,NA,1075,NA
NM_001004744,OR5R1,1,0,976,976,NA,NA,976,NA
NM_001002907,OR8K1,1,0,961,961,NA,NA,961,NA
NM_001005245,OR5M11,1,0,919,919,NA,NA,919,NA
NM_001005282,OR5M8,1,0,937,937,NA,NA,937,NA
