#Name (cmd = mergePeaks /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/bg.clean.pos /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/target.clean..pos -d given -cobound 1 -prefix /t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/0.503085142773674.2.tmp)	chr	start	end	strand	stat	stat2	/t1-data/user/ltamon/DPhil/GenomicContactDynamics/15_Motif/out_motif/chrALL_uniquebins_targCp21_bgrCp1_seed845_sampsize0.5/target.clean..pos
BG8144-chopped1	chr5	39200002	39240000	+	0.000	0.000	13
BG31614-chopped1	chr3	60760002	60800000	+	0.000	0.000	307
BG5339-chopped1	chr2	140520002	140560000	+	0.000	0.000	4639
BG24084-chopped1	chr8	20160002	20200000	+	0.000	0.000	6303
BG34328-chopped1	chr7	50240002	50280000	+	0.000	0.000	4181
BG24966-chopped1	chr10	130560002	130600000	+	0.000	0.000	3661
BG32934-chopped1	chr4	10640002	10680000	+	0.000	0.000	1218
BG1578-chopped1	chr10	11120002	11160000	+	0.000	0.000	5666
BG29319-chopped1	chr13	85120002	85160000	+	0.000	0.000	2493
BG8744-chopped1	chr7	120160002	120200000	+	0.000	0.000	145
BG23364-chopped1	chr6	127400002	127440000	+	0.000	0.000	5618
BG2898-chopped1	chr16	18040002	18080000	+	0.000	0.000	3558
BG25558-chopped1	chr12	88240002	88280000	+	0.000	0.000	5350
BG1296-chopped1	chr14	99800002	99840000	+	0.000	0.000	3862
BG12836-chopped1	chr20	10200002	10240000	+	0.000	0.000	1830
BG8462-chopped1	chr1	178120002	178160000	+	0.000	0.000	5282
BG29483-chopped1	chr7	69120002	69160000	+	0.000	0.000	517
BG14594-chopped1	chr17	49720002	49760000	+	0.000	0.000	1870
BG20277-chopped1	chr7	57240002	57280000	+	0.000	0.000	5270
BG19029-chopped1	chr14	88280002	88320000	+	0.000	0.000	103
BG13074-chopped1	chr5	96880002	96920000	+	0.000	0.000	845
BG25603-chopped1	chr6	11000002	11040000	+	0.000	0.000	4697
BG23882-chopped1	chr5	5640002	5680000	+	0.000	0.000	2430
BG28317-chopped1	chr1	216520002	216560000	+	0.000	0.000	6080
BG27998-chopped1	chr3	116000002	116040000	+	0.000	0.000	844
BG25076-chopped1	chr16	59120002	59160000	+	0.000	0.000	2489
BG30885-chopped1	chr8	137680002	137720000	+	0.000	0.000	4524
BG11589-chopped1	chr11	15240002	15280000	+	0.000	0.000	4513
BG195-chopped1	chr12	77600002	77640000	+	0.000	0.000	4776
BG23682-chopped1	chr3	64280002	64320000	+	0.000	0.000	2583
BG16915-chopped1	chr4	128640002	128680000	+	0.000	0.000	3787
BG19629-chopped1	chr14	45120002	45160000	+	0.000	0.000	2127
BG27161-chopped1	chr13	27280002	27320000	+	0.000	0.000	1666
BG32970-chopped1	chr8	108720002	108760000	+	0.000	0.000	5013
BG16388-chopped1	chr19	38200002	38240000	+	0.000	0.000	2521
BG15313-chopped1	chr13	84920002	84960000	+	0.000	0.000	1827
BG6049-chopped1	chr20	11560002	11600000	+	0.000	0.000	3460
BG6495-chopped1	chr1	145000002	145040000	+	0.000	0.000	3937
BG33644-chopped1	chr4	126080002	126120000	+	0.000	0.000	5989
BG26441-chopped1	chr8	132120002	132160000	+	0.000	0.000	5246
BG19793-chopped1	chr13	79520002	79560000	+	0.000	0.000	1409
BG23636-chopped1	chr1	99920002	99960000	+	0.000	0.000	5298
BG28635-chopped1	chr1	171760002	171800000	+	0.000	0.000	6130
BG22680-chopped1	chr5	121040002	121080000	+	0.000	0.000	2318
BG10832-chopped1	chr5	52520002	52560000	+	0.000	0.000	4834
BG12672-chopped1	chr20	53240002	53280000	+	0.000	0.000	6337
BG20640-chopped1	chr18	72120002	72160000	+	0.000	0.000	1718
BG11270-chopped1	chr12	43040002	43080000	+	0.000	0.000	2997
BG34682-chopped1	chr9	93440002	93480000	+	0.000	0.000	317
BG33162-chopped1	chr8	77280002	77320000	+	0.000	0.000	3537
BG12026-chopped1	chr6	90120002	90160000	+	0.000	0.000	4118
BG1368-chopped1	chrX	58400002	58440000	+	0.000	0.000	5396
BG32642-chopped1	chr6	138120002	138160000	+	0.000	0.000	293
BG4973-chopped1	chr8	117000002	117040000	+	0.000	0.000	5104
BG7132-chopped1	chr3	66080002	66120000	+	0.000	0.000	2190
BG21869-chopped1	chr10	51560002	51600000	+	0.000	0.000	847
BG8452-chopped1	chr5	115920002	115960000	+	0.000	0.000	5251
BG31040-chopped1	chr12	85840002	85880000	+	0.000	0.000	772
BG467-chopped1	chr9	2240002	2280000	+	0.000	0.000	530
BG10350-chopped1	chr2	214800002	214840000	+	0.000	0.000	3198
BG9772-chopped1	chr12	127680002	127720000	+	0.000	0.000	417
BG27988-chopped1	chr2	206480002	206520000	+	0.000	0.000	2406
BG7732-chopped1	chr16	19280002	19320000	+	0.000	0.000	222
BG14384-chopped1	chr7	89880002	89920000	+	0.000	0.000	5274
BG8170-chopped1	chr12	16720002	16760000	+	0.000	0.000	5301
BG4491-chopped1	chr7	111320002	111360000	+	0.000	0.000	4568
BG1686-chopped1	chr7	85600002	85640000	+	0.000	0.000	2753
BG6685-chopped1	chr4	129040002	129080000	+	0.000	0.000	681
BG3325-chopped1	chr7	28080002	28120000	+	0.000	0.000	320
BG6485-chopped1	chr3	104240002	104280000	+	0.000	0.000	5760
BG23390-chopped1	chr2	149280002	149320000	+	0.000	0.000	5570
BG25666-chopped1	chr4	156720002	156760000	+	0.000	0.000	1105
BG24146-chopped1	chr1	86480002	86520000	+	0.000	0.000	720
BG15658-chopped1	chr5	18320002	18360000	+	0.000	0.000	5184
BG5319-chopped1	chr7	67840002	67880000	+	0.000	0.000	6383
BG12862-chopped1	chr13	87400002	87440000	+	0.000	0.000	2773
BG8724-chopped1	chr8	134960002	135000000	+	0.000	0.000	5803
BG16141-chopped1	chr4	70840002	70880000	+	0.000	0.000	4955
BG1358-chopped1	chr15	37440002	37480000	+	0.000	0.000	4377
BG16696-chopped1	chr8	95200002	95240000	+	0.000	0.000	3181
BG32632-chopped1	chr5	38960002	39000000	+	0.000	0.000	2494
BG102-chopped1	chr8	133880002	133920000	+	0.000	0.000	4018
BG17461-chopped1	chr6	76960002	77000000	+	0.000	0.000	3020
BG31112-chopped1	chr5	90120002	90160000	+	0.000	0.000	2146
BG32987-chopped1	chr9	75600002	75640000	+	0.000	0.000	5658
BG35146-chopped1	chr15	26680002	26720000	+	0.000	0.000	6426
BG33752-chopped1	chr2	233720002	233760000	+	0.000	0.000	6056
BG5637-chopped1	chr11	29960002	30000000	+	0.000	0.000	4229
BG12616-chopped1	chr1	195600002	195640000	+	0.000	0.000	3058
BG12289-chopped1	chr10	25680002	25720000	+	0.000	0.000	2259
BG19455-chopped1	chr1	174680002	174720000	+	0.000	0.000	2121
BG21577-chopped1	chr3	156680002	156720000	+	0.000	0.000	359
BG18935-chopped1	chr4	99520002	99560000	+	0.000	0.000	1396
BG81-chopped1	chr3	70200002	70240000	+	0.000	0.000	6309
BG17415-chopped1	chr8	116000002	116040000	+	0.000	0.000	5994
BG175-chopped1	chr10	110960002	111000000	+	0.000	0.000	3105
BG21377-chopped1	chr11	23880002	23920000	+	0.000	0.000	1162
BG26376-chopped1	chr22	36120002	36160000	+	0.000	0.000	2880
BG6120-chopped1	chr14	64120002	64160000	+	0.000	0.000	5929
BG31985-chopped1	chr18	72760002	72800000	+	0.000	0.000	4740
BG10849-chopped1	chr10	55880002	55920000	+	0.000	0.000	1872
BG11614-chopped1	chr3	360002	400000	+	0.000	0.000	2403
BG21095-chopped1	chr10	58480002	58520000	+	0.000	0.000	2632
BG5400-chopped1	chr4	47800002	47840000	+	0.000	0.000	321
BG30819-chopped1	chr5	67720002	67760000	+	0.000	0.000	1611
BG129-chopped1	chr13	39560002	39600000	+	0.000	0.000	2505
BG23616-chopped1	chr4	11600002	11640000	+	0.000	0.000	2017
BG33424-chopped1	chrX	15160002	15200000	+	0.000	0.000	5039
BG30183-chopped1	chrX	34560002	34600000	+	0.000	0.000	5619
BG6193-chopped1	chr12	129760002	129800000	+	0.000	0.000	719
BG23089-chopped1	chr3	169320002	169360000	+	0.000	0.000	3036
BG18171-chopped1	chr9	21200002	21240000	+	0.000	0.000	1243
BG3715-chopped1	chr10	115000002	115040000	+	0.000	0.000	4761
BG28861-chopped1	chr16	60120002	60160000	+	0.000	0.000	5598
BG15366-chopped1	chr2	2560002	2600000	+	0.000	0.000	4764
BG19927-chopped1	chr12	75440002	75480000	+	0.000	0.000	4509
BG729-chopped1	chr3	21520002	21560000	+	0.000	0.000	4774
BG3633-chopped1	chr12	82360002	82400000	+	0.000	0.000	6272
BG8187-chopped1	chr8	92240002	92280000	+	0.000	0.000	3185
BG23689-chopped1	chr8	118560002	118600000	+	0.000	0.000	3996
BG16486-chopped1	chr9	111240002	111280000	+	0.000	0.000	1357
BG24454-chopped1	chr6	116960002	117000000	+	0.000	0.000	900
BG3988-chopped1	chr3	116360002	116400000	+	0.000	0.000	2591
BG6147-chopped1	chr1	182640002	182680000	+	0.000	0.000	2462
BG4753-chopped1	chr4	150720002	150760000	+	0.000	0.000	1998
BG27413-chopped1	chr21	29960002	30000000	+	0.000	0.000	2553
BG6947-chopped1	chr3	106640002	106680000	+	0.000	0.000	669
BG17078-chopped1	chr14	59560002	59600000	+	0.000	0.000	3382
BG23652-chopped1	chr3	96040002	96080000	+	0.000	0.000	5086
BG7185-chopped1	chr11	48480002	48520000	+	0.000	0.000	4614
BG24408-chopped1	chr13	39000002	39040000	+	0.000	0.000	1118
BG24972-chopped1	chr11	30000002	30040000	+	0.000	0.000	1320
BG29407-chopped1	chr21	25200002	25240000	+	0.000	0.000	4741
BG15484-chopped1	chr8	73440002	73480000	+	0.000	0.000	5880
BG30900-chopped1	chr6	28280002	28320000	+	0.000	0.000	5368
BG11277-chopped1	chr11	104040002	104080000	+	0.000	0.000	3126
BG765-chopped1	chr13	71640002	71680000	+	0.000	0.000	4570
BG18443-chopped1	chr11	86280002	86320000	+	0.000	0.000	3440
BG9070-chopped1	chr3	119800002	119840000	+	0.000	0.000	521
BG9179-chopped1	chr6	91360002	91400000	+	0.000	0.000	3284
BG24126-chopped1	chr7	110800002	110840000	+	0.000	0.000	2418
BG22732-chopped1	chr4	137640002	137680000	+	0.000	0.000	5427
BG30373-chopped1	chr14	67520002	67560000	+	0.000	0.000	3988
BG32649-chopped1	chr12	31280002	31320000	+	0.000	0.000	365
BG25446-chopped1	chr5	102880002	102920000	+	0.000	0.000	3964
BG26211-chopped1	chr2	29120002	29160000	+	0.000	0.000	451
BG12397-chopped1	chr11	100880002	100920000	+	0.000	0.000	253
BG7585-chopped1	chr11	100200002	100240000	+	0.000	0.000	5951
BG6183-chopped1	chr10	132280002	132320000	+	0.000	0.000	3786
BG8459-chopped1	chr4	171480002	171520000	+	0.000	0.000	829
BG10802-chopped1	chr1	189600002	189640000	+	0.000	0.000	5980
BG24726-chopped1	chr3	34520002	34560000	+	0.000	0.000	2588
BG8704-chopped1	chr6	46560002	46600000	+	0.000	0.000	5267
BG19481-chopped1	chr2	37000002	37040000	+	0.000	0.000	949
BG8259-chopped1	chr4	190080002	190120000	+	0.000	0.000	1914
BG8504-chopped1	chr12	77960002	78000000	+	0.000	0.000	5500
BG30773-chopped1	chr2	34240002	34280000	+	0.000	0.000	3374
BG2658-chopped1	chr18	37480002	37520000	+	0.000	0.000	23
BG20319-chopped1	chr11	26520002	26560000	+	0.000	0.000	5581
BG6583-chopped1	chr4	21880002	21920000	+	0.000	0.000	4719
BG21639-chopped1	chr21	19080002	19120000	+	0.000	0.000	5854
BG25764-chopped1	chr18	5040002	5080000	+	0.000	0.000	1558
BG1056-chopped1	chr3	25160002	25200000	+	0.000	0.000	934
BG5417-chopped1	chr11	103400002	103440000	+	0.000	0.000	2627
BG11440-chopped1	chr1	159560002	159600000	+	0.000	0.000	2994
BG15674-chopped1	chr4	188240002	188280000	+	0.000	0.000	4368
BG10920-chopped1	chr19	57320002	57360000	+	0.000	0.000	4869
BG12869-chopped1	chr1	98040002	98080000	+	0.000	0.000	2198
BG33250-chopped1	chr8	32200002	32240000	+	0.000	0.000	254
BG17113-chopped1	chr3	59320002	59360000	+	0.000	0.000	2079
BG16794-chopped1	chr18	69880002	69920000	+	0.000	0.000	3256
BG20637-chopped1	chr3	118280002	118320000	+	0.000	0.000	6145
BG13434-chopped1	chr5	162840002	162880000	+	0.000	0.000	1208
BG21402-chopped1	chr13	68200002	68240000	+	0.000	0.000	1920
BG21075-chopped1	chr1	240400002	240440000	+	0.000	0.000	4743
BG32530-chopped1	chr4	61280002	61320000	+	0.000	0.000	3218
BG31119-chopped1	chr9	113440002	113480000	+	0.000	0.000	2884
BG18788-chopped1	chr9	81720002	81760000	+	0.000	0.000	5594
BG2048-chopped1	chr3	70560002	70600000	+	0.000	0.000	1178
BG32439-chopped1	chr2	84120002	84160000	+	0.000	0.000	4472
BG33759-chopped1	chr4	156440002	156480000	+	0.000	0.000	6291
BG11667-chopped1	chr9	9320002	9360000	+	0.000	0.000	4656
BG17431-chopped1	chr7	62320002	62360000	+	0.000	0.000	5663
BG12987-chopped1	chr2	149960002	150000000	+	0.000	0.000	2272
BG6209-chopped1	chr12	82080002	82120000	+	0.000	0.000	2803
BG23669-chopped1	chr18	50400002	50440000	+	0.000	0.000	6494
BG2448-chopped1	chr2	83640002	83680000	+	0.000	0.000	1715
BG873-chopped1	chr6	93560002	93600000	+	0.000	0.000	3085
BG22067-chopped1	chr13	102080002	102120000	+	0.000	0.000	1685
BG19871-chopped1	chr6	57760002	57800000	+	0.000	0.000	3341
BG10219-chopped1	chr1	86680002	86720000	+	0.000	0.000	3138
BG20473-chopped1	chr13	106800002	106840000	+	0.000	0.000	1596
BG4451-chopped1	chr14	32040002	32080000	+	0.000	0.000	989
BG2166-chopped1	chr1	175280002	175320000	+	0.000	0.000	755
BG6291-chopped1	chr1	223480002	223520000	+	0.000	0.000	5857
BG30717-chopped1	chr6	125800002	125840000	+	0.000	0.000	3639
BG9332-chopped1	chr5	145440002	145480000	+	0.000	0.000	4006
BG26792-chopped1	chr16	61240002	61280000	+	0.000	0.000	2354
BG25708-chopped1	chr8	100120002	100160000	+	0.000	0.000	3179
BG32720-chopped1	chr6	16840002	16880000	+	0.000	0.000	402
BG34560-chopped1	chr3	74400002	74440000	+	0.000	0.000	6268
BG24106-chopped1	chr18	65800002	65840000	+	0.000	0.000	895
BG7765-chopped1	chr4	188360002	188400000	+	0.000	0.000	4314
BG4405-chopped1	chr2	186640002	186680000	+	0.000	0.000	3775
BG19298-chopped1	chr9	6560002	6600000	+	0.000	0.000	5753
BG545-chopped1	chr7	51840002	51880000	+	0.000	0.000	5816
BG25872-chopped1	chr9	4280002	4320000	+	0.000	0.000	3365
BG34714-chopped1	chr8	115800002	115840000	+	0.000	0.000	2933
BG17703-chopped1	chr5	93000002	93040000	+	0.000	0.000	876
BG22430-chopped1	chr4	10760002	10800000	+	0.000	0.000	3818
BG28831-chopped1	chr5	35720002	35760000	+	0.000	0.000	3160
BG7610-chopped1	chr14	32840002	32880000	+	0.000	0.000	4789
BG24179-chopped1	chr12	22200002	22240000	+	0.000	0.000	590
BG23104-chopped1	chr3	147920002	147960000	+	0.000	0.000	3921
BG11902-chopped1	chr6	21000002	21040000	+	0.000	0.000	1515
BG14180-chopped1	chr2	89200002	89240000	+	0.000	0.000	2201
BG17221-chopped1	chr1	62440002	62480000	+	0.000	0.000	341
BG417-chopped1	chr1	215760002	215800000	+	0.000	0.000	2546
BG6563-chopped1	chr10	85800002	85840000	+	0.000	0.000	6413
BG21619-chopped1	chr5	85720002	85760000	+	0.000	0.000	3269
BG9604-chopped1	chr14	32480002	32520000	+	0.000	0.000	4713
BG30471-chopped1	chr2	152080002	152120000	+	0.000	0.000	3821
BG12940-chopped1	chr5	167040002	167080000	+	0.000	0.000	4284
BG5843-chopped1	chr8	137960002	138000000	+	0.000	0.000	4464
BG22739-chopped1	chr10	90160002	90200000	+	0.000	0.000	5406
BG31145-chopped1	chr12	62280002	62320000	+	0.000	0.000	699
BG24497-chopped1	chr3	7720002	7760000	+	0.000	0.000	2292
BG27538-chopped1	chr11	26720002	26760000	+	0.000	0.000	1039
BG35179-chopped1	chr1	23400002	23440000	+	0.000	0.000	3134
BG19815-chopped1	chr21	20520002	20560000	+	0.000	0.000	3364
BG11693-chopped1	chr10	51480002	51520000	+	0.000	0.000	5886
BG33030-chopped1	chr5	157360002	157400000	+	0.000	0.000	2395
BG29623-chopped1	chr1	202760002	202800000	+	0.000	0.000	4720
BG25416-chopped1	chr18	64480002	64520000	+	0.000	0.000	4009
BG29096-chopped1	chr4	37360002	37400000	+	0.000	0.000	2594
BG2801-chopped1	chr13	35400002	35440000	+	0.000	0.000	2556
BG29896-chopped1	chr1	210520002	210560000	+	0.000	0.000	1383
BG12167-chopped1	chr4	145400002	145440000	+	0.000	0.000	1096
BG20135-chopped1	chr1	190120002	190160000	+	0.000	0.000	2267
BG24260-chopped1	chr9	107800002	107840000	+	0.000	0.000	4404
BG6835-chopped1	chr4	100880002	100920000	+	0.000	0.000	4888
BG23295-chopped1	chr6	53640002	53680000	+	0.000	0.000	2766
BG7600-chopped1	chr1	187160002	187200000	+	0.000	0.000	4619
BG1754-chopped1	chr2	15320002	15360000	+	0.000	0.000	1540
BG19251-chopped1	chr7	126840002	126880000	+	0.000	0.000	6278
BG14170-chopped1	chr19	24440002	24480000	+	0.000	0.000	389
BG24414-chopped1	chr10	122040002	122080000	+	0.000	0.000	6204
BG34222-chopped1	chr4	188720002	188760000	+	0.000	0.000	587
BG15490-chopped1	chr3	97280002	97320000	+	0.000	0.000	1252
BG33257-chopped1	chr2	143840002	143880000	+	0.000	0.000	488
BG13450-chopped1	chr6	15640002	15680000	+	0.000	0.000	1190
BG19851-chopped1	chr4	34880002	34920000	+	0.000	0.000	6324
BG17566-chopped1	chr6	117080002	117120000	+	0.000	0.000	478
BG31781-chopped1	chr5	154560002	154600000	+	0.000	0.000	5028
BG14770-chopped1	chr6	122760002	122800000	+	0.000	0.000	2835
BG30261-chopped1	chr20	14200002	14240000	+	0.000	0.000	4252
BG14124-chopped1	chr2	216520002	216560000	+	0.000	0.000	308
BG29568-chopped1	chr7	146400002	146440000	+	0.000	0.000	4939
BG19005-chopped1	chr1	50760002	50800000	+	0.000	0.000	5508
BG4231-chopped1	chr4	79880002	79920000	+	0.000	0.000	4170
BG11319-chopped1	chr1	90440002	90480000	+	0.000	0.000	2782
BG15890-chopped1	chr9	25240002	25280000	+	0.000	0.000	2785
BG3266-chopped1	chr8	73040002	73080000	+	0.000	0.000	1835
BG9585-chopped1	chr8	78240002	78280000	+	0.000	0.000	6483
BG12439-chopped1	chr6	80000002	80040000	+	0.000	0.000	6452
BG6225-chopped1	chr5	10920002	10960000	+	0.000	0.000	745
BG25852-chopped1	chr9	84160002	84200000	+	0.000	0.000	4820
BG26290-chopped1	chr11	37560002	37600000	+	0.000	0.000	4073
BG8865-chopped1	chr10	68560002	68600000	+	0.000	0.000	5157
BG9630-chopped1	chr1	70680002	70720000	+	0.000	0.000	3004
BG33729-chopped1	chr6	73000002	73040000	+	0.000	0.000	4258
BG16718-chopped1	chrX	122240002	122280000	+	0.000	0.000	2165
BG7345-chopped1	chr11	68440002	68480000	+	0.000	0.000	5718
BG28811-chopped1	chr5	100560002	100600000	+	0.000	0.000	810
BG25570-chopped1	chr9	21120002	21160000	+	0.000	0.000	5925
BG28611-chopped1	chr7	149800002	149840000	+	0.000	0.000	2416
BG32573-chopped1	chr2	195880002	195920000	+	0.000	0.000	923
BG10917-chopped1	chr2	36880002	36920000	+	0.000	0.000	5916
BG1544-chopped1	chr2	126440002	126480000	+	0.000	0.000	3281
BG19596-chopped1	chr2	86800002	86840000	+	0.000	0.000	2549
BG23439-chopped1	chr1	192200002	192240000	+	0.000	0.000	3666
BG24204-chopped1	chr7	134320002	134360000	+	0.000	0.000	4618
BG13440-chopped1	chr9	111280002	111320000	+	0.000	0.000	2443
BG26599-chopped1	chr7	117840002	117880000	+	0.000	0.000	4545
BG17556-chopped1	chr12	94360002	94400000	+	0.000	0.000	1576
BG13240-chopped1	chr12	28200002	28240000	+	0.000	0.000	6461
BG20998-chopped1	chr3	69520002	69560000	+	0.000	0.000	6352
BG561-chopped1	chr7	41640002	41680000	+	0.000	0.000	882
BG25879-chopped1	chr7	70360002	70400000	+	0.000	0.000	2381
BG24804-chopped1	chr5	103320002	103360000	+	0.000	0.000	3572
BG21117-chopped1	chr4	94360002	94400000	+	0.000	0.000	2584
BG18594-chopped1	chr6	164280002	164320000	+	0.000	0.000	3547
BG23202-chopped1	chr3	68920002	68960000	+	0.000	0.000	2807
BG13840-chopped1	chr3	62040002	62080000	+	0.000	0.000	6137
BG23757-chopped1	chr3	61280002	61320000	+	0.000	0.000	2277
BG5896-chopped1	chr5	10840002	10880000	+	0.000	0.000	5294
BG94-chopped1	chr16	54960002	55000000	+	0.000	0.000	5074
BG11909-chopped1	chr5	166840002	166880000	+	0.000	0.000	6235
BG29321-chopped1	chr6	104880002	104920000	+	0.000	0.000	2762
BG35004-chopped1	chr4	173280002	173320000	+	0.000	0.000	1398
BG20561-chopped1	chr12	128720002	128760000	+	0.000	0.000	5759
BG23275-chopped1	chr18	62800002	62840000	+	0.000	0.000	4207
BG9529-chopped1	chr5	115320002	115360000	+	0.000	0.000	5131
BG16508-chopped1	chr3	76600002	76640000	+	0.000	0.000	2162
BG18266-chopped1	chr2	80200002	80240000	+	0.000	0.000	4514
BG20715-chopped1	chr18	47920002	47960000	+	0.000	0.000	2947
BG7935-chopped1	chr12	128360002	128400000	+	0.000	0.000	1814
BG22555-chopped1	chr8	107600002	107640000	+	0.000	0.000	2299
BG6088-chopped1	chr15	35600002	35640000	+	0.000	0.000	4806
BG23429-chopped1	chr2	223320002	223360000	+	0.000	0.000	644
BG2208-chopped1	chr1	80680002	80720000	+	0.000	0.000	5330
BG15706-chopped1	chr4	134880002	134920000	+	0.000	0.000	1759
BG8091-chopped1	chr8	130200002	130240000	+	0.000	0.000	1699
BG12710-chopped1	chr7	133760002	133800000	+	0.000	0.000	4529
BG33837-chopped1	chr4	139560002	139600000	+	0.000	0.000	6445
BG25232-chopped1	chr17	12960002	13000000	+	0.000	0.000	5105
BG351-chopped1	chr1	204760002	204800000	+	0.000	0.000	2915
BG18911-chopped1	chr9	20320002	20360000	+	0.000	0.000	5073
BG34075-chopped1	chr14	36760002	36800000	+	0.000	0.000	5911
BG8691-chopped1	chr11	36960002	37000000	+	0.000	0.000	807
BG27872-chopped1	chr10	16040002	16080000	+	0.000	0.000	6197
BG28628-chopped1	chr8	61040002	61080000	+	0.000	0.000	12
BG2090-chopped1	chr7	128920002	128960000	+	0.000	0.000	1277
BG2526-chopped1	chr11	37880002	37920000	+	0.000	0.000	448
BG34875-chopped1	chr6	101200002	101240000	+	0.000	0.000	1023
BG21271-chopped1	chr4	156480002	156520000	+	0.000	0.000	6086
BG33355-chopped1	chr1	151120002	151160000	+	0.000	0.000	1544
BG10498-chopped1	chr11	131320002	131360000	+	0.000	0.000	47
BG16899-chopped1	chr11	133440002	133480000	+	0.000	0.000	4228
BG33273-chopped1	chr2	169840002	169880000	+	0.000	0.000	2535
BG18538-chopped1	chr7	134880002	134920000	+	0.000	0.000	3303
BG22827-chopped1	chr13	93760002	93800000	+	0.000	0.000	5648
BG17582-chopped1	chr11	103360002	103400000	+	0.000	0.000	1328
BG1279-chopped1	chr17	21320002	21360000	+	0.000	0.000	4696
BG22745-chopped1	chr1	76760002	76800000	+	0.000	0.000	2487
BG29711-chopped1	chr3	145960002	146000000	+	0.000	0.000	3847
BG29384-chopped1	chr14	38240002	38280000	+	0.000	0.000	4400
BG3282-chopped1	chr3	174000002	174040000	+	0.000	0.000	3388
BG10261-chopped1	chr14	24720002	24760000	+	0.000	0.000	1333
BG14495-chopped1	chr16	22080002	22120000	+	0.000	0.000	4532
BG17536-chopped1	chr14	86400002	86440000	+	0.000	0.000	2779
BG19376-chopped1	chr3	42520002	42560000	+	0.000	0.000	250
BG11581-chopped1	chr1	86520002	86560000	+	0.000	0.000	301
BG13220-chopped1	chr6	114760002	114800000	+	0.000	0.000	5711
BG8081-chopped1	chr8	79880002	79920000	+	0.000	0.000	3989
BG34347-chopped1	chr15	97360002	97400000	+	0.000	0.000	3757
BG17336-chopped1	chr9	85120002	85160000	+	0.000	0.000	4054
BG25859-chopped1	chr2	14760002	14800000	+	0.000	0.000	6201
BG12255-chopped1	chr8	128920002	128960000	+	0.000	0.000	1905
BG18656-chopped1	chr13	33480002	33520000	+	0.000	0.000	1475
BG30031-chopped1	chr3	40040002	40080000	+	0.000	0.000	5029
BG13020-chopped1	chr18	63560002	63600000	+	0.000	0.000	5201
BG12500-chopped1	chr14	83720002	83760000	+	0.000	0.000	4446
BG34065-chopped1	chr7	15200002	15240000	+	0.000	0.000	1598
BG4556-chopped1	chr9	83640002	83680000	+	0.000	0.000	943
BG10133-chopped1	chr6	21880002	21920000	+	0.000	0.000	1156
BG18374-chopped1	chr11	103600002	103640000	+	0.000	0.000	3677
BG28182-chopped1	chr8	86920002	86960000	+	0.000	0.000	3326
BG28618-chopped1	chr3	189120002	189160000	+	0.000	0.000	2244
BG33991-chopped1	chr2	226400002	226440000	+	0.000	0.000	3954
BG8035-chopped1	chr14	97160002	97200000	+	0.000	0.000	4324
BG15014-chopped1	chr7	147560002	147600000	+	0.000	0.000	4689
BG19248-chopped1	chr21	30760002	30800000	+	0.000	0.000	6192
BG25377-chopped1	chr2	220760002	220800000	+	0.000	0.000	4855
BG7961-chopped1	chr5	68080002	68120000	+	0.000	0.000	5275
BG15814-chopped1	chr15	101720002	101760000	+	0.000	0.000	4068
BG34665-chopped1	chr2	214320002	214360000	+	0.000	0.000	5135
BG12573-chopped1	chr4	177720002	177760000	+	0.000	0.000	4827
BG9400-chopped1	chr2	89520002	89560000	+	0.000	0.000	3620
BG5394-chopped1	chr9	104480002	104520000	+	0.000	0.000	5901
BG21215-chopped1	chr2	125640002	125680000	+	0.000	0.000	5775
BG8435-chopped1	chr14	82880002	82920000	+	0.000	0.000	3545
BG29901-chopped1	chr6	62560002	62600000	+	0.000	0.000	4650
BG27180-chopped1	chr4	158960002	159000000	+	0.000	0.000	3032
BG24820-chopped1	chr12	19680002	19720000	+	0.000	0.000	388
BG14567-chopped1	chr6	64560002	64600000	+	0.000	0.000	2205
BG18692-chopped1	chr13	62440002	62480000	+	0.000	0.000	5176
BG9755-chopped1	chr6	136880002	136920000	+	0.000	0.000	112
BG23300-chopped1	chr15	31120002	31160000	+	0.000	0.000	378
BG4674-chopped1	chr6	79160002	79200000	+	0.000	0.000	1680
BG16206-chopped1	chr9	5920002	5960000	+	0.000	0.000	775
BG23855-chopped1	chr14	43280002	43320000	+	0.000	0.000	279
BG8153-chopped1	chr12	114520002	114560000	+	0.000	0.000	4810
BG19366-chopped1	chr14	84240002	84280000	+	0.000	0.000	4700
BG25049-chopped1	chr2	39960002	40000000	+	0.000	0.000	3593
BG22253-chopped1	chr12	82960002	83000000	+	0.000	0.000	1270
BG18846-chopped1	chr10	20040002	20080000	+	0.000	0.000	4091
BG1032-chopped1	chr3	178560002	178600000	+	0.000	0.000	800
BG33817-chopped1	chr11	54800002	54840000	+	0.000	0.000	5758
BG20213-chopped1	chr6	165360002	165400000	+	0.000	0.000	6195
BG20768-chopped1	chr17	40320002	40360000	+	0.000	0.000	4781
